country,year,5-14 years,15-24 years,25-34 years,35-54 years,55-74 years,75+ years
Guatemala,2005,0.31,3.735,2.99,2.57,2.24,8.92
Guatemala,2006,0.25,4.01,3.83,3.595,3.14,6.15
Guatemala,2007,0.275,4.15,3.98,4.395,3.405,3.93
Guatemala,2008,0.65,6.48,5.665,5.665,4.6,8.64
Guatemala,2009,0.45,6.245,5.67,6.365,4.525,11.06
Guatemala,2010,0.34,4.36,4.455,3.58,2.76,4.44
Guatemala,2011,0.445,5.195,3.57,2.81,2.855,2.47
Guatemala,2012,0.54,5.585,3.465,3.81,3.895,3.605
Guatemala,2013,0.46,5.935,4.355,3.915,3.31,4.74
Guatemala,2014,0.49,5.92,4.79,4.68,4.38,5.36
Guatemala,2015,0.615,5.99,4.12,4.015,3.44,4.245
Guyana,1988,0,12.805,13.995,11.04,8.12,0
Guyana,1989,1.655,20.885,20.34,15.65,22.295,23.23
Guyana,1990,2.24,18.345,21.91,13.55,20.26,24.45
Guyana,1991,2.25,27.91,18.535,20.295,11.995,73.12
Guyana,1992,1.13,12.62,15.96,17.575,21.93,21.86
Guyana,1993,2.27,14.23,19.105,14.2,9.735,0
Guyana,1994,3.43,19.465,19.92,14.535,13.22,24.49
Guyana,1995,0,16.905,19.41,27.885,15.26,49.8
Guyana,1996,0,11.9,15.46,9.865,15.04,23.78
Guyana,1997,1.18,12.18,12.925,13.79,11.71,17.94
Guyana,1998,2.36,3.44,13,9.385,23.85,0
Guyana,1999,1.745,36.745,40.16,29.38,19.95,28.83
Guyana,2001,1.13,27.885,46.515,47.34,48.52,39.11
Guyana,2002,3.29,34.015,35.75,39.725,33.53,19.31
Guyana,2003,2.145,36.935,41.875,45.045,38.165,27.105
Guyana,2004,3.17,33.165,46.57,36.65,33.165,47.28
Guyana,2005,1.605,28.955,46.47,32.11,37.485,40.71
Guyana,2006,4.85,37.735,52.285,35.98,36.075,60.75
Guyana,2007,2.235,31.855,34.03,47.33,24.725,46.7
Guyana,2008,4.63,24.695,33.19,37.805,39.795,39.01
Guyana,2009,4.125,20.705,30.365,37.575,29.41,28.71
Guyana,2010,4.185,35.095,37.73,49.51,23.84,102.35
Guyana,2011,4.24,28.86,38.905,43.535,32.19,27.035
Guyana,2012,3.665,29.745,36.88,49.19,36.595,55.83
Guyana,2013,1.255,41.155,38.46,42.655,36.735,35.86
Hungary,1991,0.625,12.47,33.95,56.205,59.575,124.675
Hungary,1992,0.785,15.41,33.645,56.155,59.96,119.175
Hungary,1993,0.585,12.385,30,51.875,56.47,118.325
Hungary,1994,0.605,12.775,27.51,51.67,54.53,120.815
Hungary,1995,1.22,11.56,22.715,48.12,51.22,112.485
Hungary,1996,0.235,10.775,22.685,49.295,54.755,103.625
Hungary,1997,0.555,10.05,21.78,44.765,50.19,107.88
Hungary,1998,0.79,10.825,23.835,50.925,45.49,86.92
Hungary,1999,0.97,11.47,23.65,49.615,50.62,105.615
Hungary,2000,0.905,10.76,23.48,48.615,50.75,97.77
Hungary,2001,0.33,11.03,19.1,45.64,42.5,85.89
Hungary,2002,0.6,10.315,17.425,44.585,40.6,77.85
Hungary,2003,1.37,8.91,16.585,41.37,45.225,73.245
Hungary,2004,0.625,9.725,17.275,42.37,38.485,76.255
Hungary,2005,0.9,7.295,15.585,40.745,38.415,73.515
Hungary,2006,0.28,7.545,15.245,38.165,37.605,57.49
Hungary,2007,0.38,6.855,13.615,35.915,38.62,68.465
Hungary,2008,0.77,7.335,13.77,36.06,38.855,69.435
Hungary,2009,0.705,10.195,14.435,35.355,40.18,54.49
Hungary,2010,0.305,7.71,14.635,34.07,42.23,61.705
Hungary,2011,0.615,8.32,12.915,33.955,40.26,53.86
Hungary,2012,0.4,7.905,12.9,30.14,39.345,62.49
Hungary,2013,0.21,5.97,10.455,27.21,36.035,53.34
Hungary,2014,0.4,6.755,11.875,22.745,34.98,45.6
Hungary,2015,0.305,7.285,12.325,21.085,29.975,57.66
Hungary,2016,0,6.41,10.23,19.86,29.235,54.935
Iceland,1985,0,31.96,24.39,19.565,26.675,22.22
Iceland,1986,4.61,13.91,17.045,21.03,26.02,27.24
Iceland,1987,4.59,18.43,14.505,14.885,42.33,43.48
Iceland,1988,0,36.53,11.725,23.36,23.065,15.15
Iceland,1989,0,27.52,7,20.62,16.525,14.93
Iceland,1990,0,25.78,23.105,18.67,45.2,0
Iceland,1991,4.85,32.94,13.7,14.795,22.02,41.67
Iceland,1992,0,18.87,22.885,12.685,16.44,0
Iceland,1993,0,23.81,9.27,17.02,16.315,0
Iceland,1994,0,14.29,18.6,23.67,13.595,27.4
Iceland,1995,0,18.78,23.88,8.66,16.235,13.33
Iceland,1996,4.57,11.715,43.9,14.12,13.505,25.1
Iceland,1997,0,11.745,9.805,17.935,24.105,36.84
Iceland,1998,0,13.95,14.615,16.185,21.13,15.23
Iceland,1999,0,14.005,14.58,19.585,7.545,17.49
Iceland,2000,0,32.285,62.35,18.095,22.44,0
Iceland,2001,0,36.85,16.695,17.775,12.245,32.78
Iceland,2002,0,9.31,21.55,10.035,19.04,11.37
Iceland,2003,0,22.88,4.87,11.13,23.045,0
Iceland,2004,0,16.01,19.22,13.4,13.455,44.64
Iceland,2005,0,13.57,27.82,19.435,17.37,0
Iceland,2006,0,26.35,6.63,18.685,14.705,0
Iceland,2007,0,17.33,16.795,14.33,8.145,25.045
Iceland,2008,0,16.57,14.115,15.465,23.605,13.15
Iceland,2009,0,8.34,24.28,18.18,20.955,12.84
Iceland,2010,4.56,14.735,19.155,18.5,18.55,37.83
Iceland,2011,4.58,6.33,13.07,10.45,14.335,0
Iceland,2012,0,10.55,19.76,12.905,17.305,24.37
Iceland,2013,0,20.65,21.695,19.985,15.04,43.575
Iceland,2014,0,12.62,23.385,12.88,16.12,33.975
Iceland,2015,0,29.03,14.615,15.09,17.145,17.92
Iceland,2016,0,24.9,20.285,24.99,18.075,11.46
Ireland,1985,0.28,8.13,11.58,10.345,16.735,4.15
Ireland,1986,0.28,8.65,11.95,11.005,15.71,4.985
Ireland,1987,0.29,5.79,9.36,9.965,14.835,7.615
Ireland,1988,0,8.53,12.665,8.905,12.845,13.675
Ireland,1989,0,7.85,10.32,12.425,12.995,11.69
Ireland,1990,1.15,9.17,14.96,14.17,15.57,8.395
Ireland,1991,0,10.585,17.125,14.03,14.225,7.3
Ireland,1992,0.88,11.87,18.43,11.785,15.945,10.465
Ireland,1993,2.39,8.61,14.105,13.29,13.77,7.605
Ireland,1994,0.61,12.99,17.215,15.745,13.655,11.5
Ireland,1995,0.955,13.69,17.095,16.34,11.815,12.025
Ireland,1996,1.28,14.95,20.165,14.85,10.025,12.14
Ireland,1997,1.31,19.065,17.515,17.005,13.57,10.265
Ireland,1998,0.34,19.135,21.58,18.145,12.525,9.36
Ireland,1999,0.52,15.83,17.65,13.245,13.905,9.46
Ireland,2000,0.35,16.36,19.05,17.43,10.96,7.205
Ireland,2001,0.7,15.94,19.475,16.89,14.63,7.2
Ireland,2002,0.55,15.88,19.285,13.235,12.84,6.12
Ireland,2003,0.73,16.645,12.165,16.24,12.73,8.875
Ireland,2004,0.35,14.525,15.22,16.955,12.37,5.465
Ireland,2005,0.535,15.25,15.605,14.57,11.705,2.89
Ireland,2006,0.71,16.115,13.41,13.46,11.835,7.7
Ireland,2007,1.375,14.255,14.28,13.96,10.9,6.115
Ireland,2008,1,15.185,14.98,15.665,13.3,5.15
Ireland,2009,0.66,15.465,17.76,15.65,13.495,3.285
Ireland,2010,1.005,12.95,11.98,15.85,11.67,6.695
Ireland,2011,0,16.125,17.01,18.015,12.23,11.82
Ireland,2012,0.625,13.465,15.185,18.225,13.355,7.975
Ireland,2013,0.61,9.785,13.24,16.25,15.045,4.08
Ireland,2014,0.6,13.875,14.665,15.08,11.34,4.58
Israel,1985,0,3.59,5.86,7.47,14.45,24.645
Israel,1986,0.22,5.575,5.715,8.29,16.765,28.685
Israel,1987,0,4.325,7.115,7.08,15.585,32.7
Israel,1988,0.21,5.62,7.57,10.18,15.365,23.24
Israel,1989,0.32,4.905,9.205,8.36,19.825,42.545
Israel,1990,0.41,4.98,9.245,8.555,13.915,24.23
Israel,1991,0.59,6.585,7.045,9.61,15.755,30.38
Israel,1992,0.485,7.08,8.1,8.885,18.55,22.375
Israel,1993,0.2,6.43,8.065,8.555,15.035,30.43
Israel,1994,0.475,6.67,8.93,10.33,13.42,35.12
Israel,1995,0.37,6.965,5.345,7.675,13.695,29.665
Israel,1996,0.54,5.205,6.01,6.15,9.695,27.925
Israel,1997,0.35,7.105,7.885,7.585,10.83,29.71
Israel,1998,0.265,6.135,6.17,5.46,10.855,21.17
Israel,1999,1.03,6.365,7.065,8.64,8.925,19.78
Israel,2000,0.17,6.83,8.83,8.64,8.19,21.705
Israel,2001,0.26,7.655,7.005,8.05,9.4,21.745
Israel,2002,0.34,6.635,6.965,8.765,8.225,15.985
Israel,2003,0.48,5.935,6.385,10.055,11.52,14.45
Israel,2004,0.245,6.955,7.695,7.9,9.885,16.54
Israel,2005,0.235,6.9,6.82,8.74,8.83,19.93
Israel,2006,0.16,6.85,5.705,7.35,8.43,11.845
Israel,2007,0.45,4.715,5.635,6.815,6.715,12.73
Israel,2008,0.3,6.1,4.84,5.845,7.93,18.65
Israel,2009,0.37,5.155,7.63,7.28,9.67,10.055
Israel,2010,0.37,6.11,7.665,8.83,10.91,15.85
Israel,2011,0.14,4.415,5.44,7.59,10.025,16.165
Israel,2012,0.41,3.71,6.51,8.33,10.475,12.665
Israel,2013,0.95,2.825,5.41,7.01,8.165,13.22
Israel,2014,0.535,3.585,4.665,8.28,6.54,12.025
Israel,2015,0.2,3.365,4.955,5.905,6.74,11.79
Italy,1985,0.185,3.26,5.885,8.76,18.055,30.555
Italy,1986,0.23,3.245,5.905,9.04,16.335,30.77
Italy,1987,0.2,3.23,6.34,8.275,15.305,29.42
Italy,1988,0.19,3.18,5.91,7.77,14.595,29.26
Italy,1989,0.245,3.36,6.58,7.76,13.81,26.565
Italy,1990,0.25,3.94,6.45,7.53,12.925,29.895
Italy,1991,0.15,3.63,6.615,7.97,13.82,25.75
Italy,1992,0.24,4.24,6.75,8.43,13.545,24.535
Italy,1993,0.5,4.195,7.33,8.435,13.67,26.44
Italy,1994,0.545,4.57,7.525,7.85,12.405,26.57
Italy,1995,0.28,4.435,6.635,8.48,12.615,26.56
Italy,1996,0.32,4.745,7.125,8.685,12.885,23.965
Italy,1997,0.2,5.165,7.38,7.98,13.12,24.675
Italy,1998,0.25,4.66,7.15,7.695,12.05,25.115
Italy,1999,0.15,4.18,6.575,7.15,11.305,20.5
Italy,2000,0.195,4.1,6.425,7.745,10.12,21.025
Italy,2001,0.25,3.895,6.205,7.375,10.48,19.73
Italy,2002,0.2,4.015,6.465,7.485,10.29,18.85
Italy,2003,0.18,3.73,5.965,7.56,9.925,19.85
Italy,2004,0.13,3.44,6.425,7.295,9.565,18.81
Italy,2005,0.18,3.49,5.335,6.855,9.435,16
Italy,2006,0.14,3.03,5.14,6.765,8.875,16.925
Italy,2007,0.165,3.345,5.345,6.62,8.935,16.57
Italy,2008,0.09,3.185,5.71,7.085,9.4,15.375
Italy,2009,0.14,3.01,5.12,7.57,9.325,15.8
Italy,2010,0.19,2.835,5.525,7.505,9.325,15.005
Italy,2011,0.105,3.53,5.24,7.945,9.78,16.44
Italy,2012,0.145,3.715,5.645,8.455,9.815,14.95
Italy,2013,0.195,3.255,5.835,8.095,10.11,14.94
Italy,2014,0.21,3.565,5.385,8.005,8.89,15.01
Italy,2015,0.23,3.225,4.87,7.455,8.91,14.535
Jamaica,1985,0,1.16,0.64,0.58,0,3.04
Jamaica,1986,0,0,0,0.57,0,0
Jamaica,1987,0.37,1.96,0.575,0.53,3.77,0
Jamaica,1988,0,0.79,0.54,0.55,0,2.32
Jamaica,1989,0,0,0,0,0,0
Jamaica,1990,0,0.8,0,0.52,0,0
Jamaica,1991,0,0,0,0,0.9,0
Jamaica,2000,0,0.42,0,0.74,0,0
Jamaica,2001,0,0.41,0.49,0.36,1.54,0
Jamaica,2002,0,0,0,0.7,0,0
Jamaica,2003,0,0.41,0.5,0,0,0
Jamaica,2004,0,0,0,0,0.74,0
Jamaica,2005,0.35,1.395,3.57,3.055,5.05,4.38
Jamaica,2006,0,0,0,0,0,0
Jamaica,2009,0.36,1.125,2.49,2.78,2.245,6.27
Jamaica,2010,0.37,0,0.49,0.3,0,0
Jamaica,2011,1.165,1.1,3.39,2.26,3.635,8.15
Japan,1985,0.46,9.46,16.615,26.71,32.45,64.54
Japan,1986,0.695,11.05,18.36,27.83,34.92,68.92
Japan,1987,0.39,9.06,16.82,25.175,33.125,63.075
Japan,1988,0.465,8.435,15.575,23.285,31.06,63.54
Japan,1989,0.385,7.47,14.655,20.375,29.075,59.75
Japan,1990,0.295,6.96,13.715,19.14,27.33,55.745
Japan,1991,0.235,6.925,13.215,19.125,26.9,50.855
Japan,1992,0.555,7.48,13.45,20.035,27.76,50.86
Japan,1993,0.34,7.215,12.84,20.54,26.705,44.41
Japan,1994,0.525,8.525,14.045,20.145,26.085,45.15
Japan,1995,0.47,8.36,14.145,20.765,26.515,43.81
Japan,1996,0.47,8.38,13.985,21.455,27.755,42.195
Japan,1997,0.395,8.43,14.92,22.715,29.33,42.9
Japan,1998,0.715,12.12,19.575,30.7,40.47,49.72
Japan,1999,0.575,11.905,19.82,30.64,39.095,47.415
Japan,2000,0.585,11.355,18.97,29.12,38.33,40.9
Japan,2001,0.495,10.795,18.135,28.775,36.67,38.71
Japan,2002,0.3,10.54,18.495,30.16,36.8,36.625
Japan,2003,0.54,11.66,21.815,32.98,37.81,34.9
Japan,2004,0.41,12.655,20.575,30.315,34.615,34.555
Japan,2005,0.38,13.645,22.475,30.815,33.525,32.605
Japan,2006,0.645,13.94,21.91,29.225,33.075,32.325
Japan,2007,0.395,13.85,21.87,30.005,34.335,33.925
Japan,2008,0.505,15.28,23.68,28.865,32.665,31.665
Japan,2009,0.47,15.09,23.7,30.26,32.695,31.13
Japan,2010,0.55,14.62,22.935,28.62,30.975,30.04
Japan,2011,0.65,15.635,23.44,27.955,29.24,29.285
Japan,2012,0.665,14.675,21.74,25.135,26.47,28.165
Japan,2013,0.825,14.11,21.305,24.84,25.765,28.735
Japan,2014,0.93,13.375,21.25,22.8,24.155,26.595
Japan,2015,0.825,12.495,19.37,21.725,22.785,25.82
Kazakhstan,1990,1.77,19.505,24.26,32.75,34.06,54.715
Kazakhstan,1991,2.24,19.215,25.16,29.395,31.46,51.86
Kazakhstan,1992,2.21,20.725,28.45,31.48,33.4,45.5
Kazakhstan,1993,2.72,25.605,31.96,37.055,42.585,48.32
Kazakhstan,1994,1.86,23.62,32.195,38.495,43.32,67.85
Kazakhstan,1995,2.2,26.495,38.92,48.185,51.485,60.05
Kazakhstan,1996,2,28.305,40.445,52.475,52.67,50.525
Kazakhstan,1997,2.08,29.53,38.945,50.415,52.1,43.8
Kazakhstan,1998,2.06,27.725,37.975,47.805,52.71,51.985
Kazakhstan,1999,1.905,27.13,37.185,42.96,46.235,48.45
Kazakhstan,2000,2.15,28.935,43.215,48.33,49.25,41.145
Kazakhstan,2001,2.84,30.075,42.55,46.96,46.385,42.435
Kazakhstan,2002,3.08,27.76,42.18,43.34,47.25,39.335
Kazakhstan,2003,3.06,28.065,45.99,42.265,44.68,41.795
Kazakhstan,2004,2.72,30.98,47.285,43.065,36.25,46.63
Kazakhstan,2005,4.05,26.29,42.255,36.565,32.96,36.78
Kazakhstan,2006,3.77,27.555,44.725,36.46,34.905,39.95
Kazakhstan,2007,5.005,27.775,43.765,37.825,31.635,41.81
Kazakhstan,2008,3.63,29.31,41.03,35.14,29.16,45.2
Kazakhstan,2009,2.98,27.015,39.26,34.195,28.28,33.305
Kazakhstan,2010,3.1,23.195,36.09,31.025,27.845,39.15
Kazakhstan,2011,2.46,21.8,33.605,29.43,24.86,34.725
Kazakhstan,2012,1.6,18.855,29.795,29.77,25.475,30.015
Kazakhstan,2013,2.685,22.175,30.395,31.42,25.99,35.67
Kazakhstan,2014,2.07,17.835,27.035,29.275,21.555,30.775
Kazakhstan,2015,1.51,16.705,23.745,26.355,21.565,29.13
Kiribati,1991,0,44.16,17.095,16.39,42.64,0
Kiribati,1992,0,29.99,0,16.06,35.73,0
Kiribati,1993,10.42,30.38,33.57,47.1,41.95,0
Kiribati,1994,10.4,30.505,33.04,45.95,0,0
Kiribati,1995,0,15.08,0,0,41.63,0
Kiribati,1996,18.92,14.835,15.07,13.69,0,0
Kiribati,1997,0,28.72,33.31,14.03,0,0
Kiribati,1998,9.13,27.72,0,13.6,0,0
Kiribati,1999,0,0,0,0,0,0
Kiribati,2000,0,0,0,0,0,0
Kiribati,2001,0,0,0,0,0,0
Kuwait,1985,0,1.33,1.83,1.685,2.84,0
Kuwait,1986,0,2.54,2.1,1,0,0
Kuwait,1987,0,0.62,1.535,1.52,4.12,0
Kuwait,1993,0,0.84,2.975,1.69,2.84,0
Kuwait,1994,0,1.46,4.065,3.245,2.39,0
Kuwait,1995,0,2.18,2.255,1.935,0,0
Kuwait,1996,0,1.58,4.425,1.9,4.42,0
Kuwait,1997,0,2.665,3.955,2.28,2.14,0
Kuwait,1998,0,1.415,3.16,2.64,1.78,0
Kuwait,1999,0.55,0.985,4.15,3,0,0
Kuwait,2000,0,1.59,4.12,1.085,1.64,0
Kuwait,2001,0,1.16,1.85,2.135,0,0
Kuwait,2002,0,1.945,2.585,2.75,0,0
Kuwait,2003,0,1.075,4.285,2.86,0,0
Kuwait,2004,0,2.105,2.765,3.76,0,0
Kuwait,2005,0,1.39,4.755,2.28,1.33,0
Kuwait,2006,0,1.015,3.655,2.26,1.97,0
Kuwait,2007,0,1.16,2.8,1.545,2.01,0
Kuwait,2008,0,1.285,1.77,1.585,1.24,0
Kuwait,2009,0,1.45,2.875,2.345,1.47,0
Kuwait,2010,0,0.625,2.185,0.975,2.47,0
Kuwait,2011,1.065,1.2,1.575,1.085,1.56,0
Kuwait,2012,0.4,2.715,1.69,1.625,1.565,0
Kuwait,2013,0,1.02,1.9,0.995,2.05,0
Kuwait,2014,0,2.39,2.165,1.89,1.485,0
Kyrgyzstan,1990,1.965,10.72,17.35,25.905,27.275,40.32
Kyrgyzstan,1991,1.82,10.555,19.32,22.565,27.985,41.05
Kyrgyzstan,1992,1.41,11.605,14.97,21.205,24.925,36.595
Kyrgyzstan,1993,1.29,10.81,16.385,26.97,29.34,44.6
Kyrgyzstan,1994,1.46,10.875,18.54,26.835,32.495,36.95
Kyrgyzstan,1995,0.715,15.075,17.865,28.2,29.37,28.66
Kyrgyzstan,1996,0.785,10.435,15.45,20.075,24.29,32.235
Kyrgyzstan,1997,1.28,12.285,14.565,20.165,22.75,24.38
Kyrgyzstan,1998,1.775,12.44,17.405,17.37,23.8,19.68
Kyrgyzstan,1999,1.175,11.715,16.38,21.345,24.365,20.74
Kyrgyzstan,2000,1.425,10.595,13.79,18.38,24.405,22.72
Kyrgyzstan,2001,2.025,13.855,13.21,20.135,21.28,26.145
Kyrgyzstan,2002,1.625,12.135,14.985,21.955,18.47,17.385
Kyrgyzstan,2003,1.135,9.525,13.77,16.835,20.76,6.905
Kyrgyzstan,2004,1.335,8.165,10.925,16.025,16.41,17.805
Kyrgyzstan,2005,2.175,9.93,15.385,14.11,12.495,13.645
Kyrgyzstan,2006,1.765,10.15,14.605,13.12,11.285,22.07
Kyrgyzstan,2007,2.855,11.75,12.82,13.9,11.53,10.09
Kyrgyzstan,2008,3.63,9.505,14.21,13.775,13.535,15.14
Kyrgyzstan,2009,1.145,9.81,15.39,13.195,9.265,7.835
Kyrgyzstan,2010,1.155,10.6,16.19,13.095,12.31,18.25
Kyrgyzstan,2011,1.445,10.98,12.515,13.065,10.98,14.46
Kyrgyzstan,2012,1.705,9.765,15.565,14.32,13.68,15.295
Kyrgyzstan,2013,3.005,9.735,10.825,11.55,10.55,9.255
Kyrgyzstan,2014,2.21,8.02,11.63,13.75,10.08,10.205
Kyrgyzstan,2015,2.22,9.09,7.8,12.41,8.835,8.83
Latvia,1995,1.05,21.91,43.215,66.055,68.295,72.285
Latvia,1996,2.1,21.3,37.05,59.56,62.935,64.11
Latvia,1997,1.365,22.045,35.19,55.755,58.535,73.395
Latvia,1998,1.655,21.32,33.58,58.34,49.555,56.47
Latvia,1999,0.57,15.485,29.895,49.34,50.87,64.33
Latvia,2000,1.83,17.7,30.27,48.965,52.48,75.355
Latvia,2001,1.94,14.44,30.54,47.48,49.095,49.22
Latvia,2002,2.77,17.175,26.8,44.155,45.505,48.86
Latvia,2003,1.505,15.035,27.365,39.15,39.095,58.665
Latvia,2004,1.6,13.255,23.46,35.535,41.74,49.4
Latvia,2005,2.155,14.39,27.88,35.655,37.375,38.575
Latvia,2006,0,14.16,22.6,31.7,31.545,44.445
Latvia,2007,1.485,10.98,21.385,28.32,27.25,58.455
Latvia,2008,1.025,13.745,27.07,31.415,37.105,51.485
Latvia,2009,0,12.97,25.185,34.15,35.795,45.8
Latvia,2010,0,12.945,21.005,29.72,33.22,32.78
Latvia,2011,0,15.71,22.84,27.535,30.22,48.07
Latvia,2012,1.03,15.61,19.305,33.495,29.115,35.8
Latvia,2013,1.01,7.92,20.64,26.89,28.58,36.56
Latvia,2014,0,16.565,19.295,24,28.18,36.365
Latvia,2015,0.99,12.835,17.445,24.465,30.125,40.37
Lithuania,1995,1.085,29.295,45.66,84.16,71.615,87.835
Lithuania,1996,1.08,32.5,40.125,88.99,75.265,59.845
Lithuania,1997,1.28,31.92,48.24,83.525,64.265,53.49
Lithuania,1998,0.55,26.83,45.28,73.895,71.61,65.015
Lithuania,1999,1.675,30.56,47.825,76.165,61.49,63.05
Lithuania,2000,2.28,31.04,50.37,78.195,71.15,54.005
Lithuania,2001,1.79,27.135,42.9,72.96,69.065,70.64
Lithuania,2002,1.045,33.615,48.67,74.57,62.29,57.62
Lithuania,2003,0.89,26.075,48.985,68.79,61.61,58.91
Lithuania,2004,1.59,26.51,47.535,63.505,58.89,53.655
Lithuania,2005,0.725,22.365,43.125,60.21,64.13,52.34
Lithuania,2006,1.52,21.945,26.73,47.82,51.7,50.57
Lithuania,2007,2.19,22.845,38.74,42.605,47.08,49.935
Lithuania,2008,1.13,27.175,40.89,51.795,43.66,50.94
Lithuania,2009,1.51,26.485,31.835,55.37,51.635,51.7
Lithuania,2010,0.635,23.605,30.57,49.11,48.22,45.48
Lithuania,2011,0.665,19.395,37.18,48.785,49.565,48.255
Lithuania,2012,2.01,17.245,33.87,47.04,42.99,44.91
Lithuania,2013,1.78,27.98,38.21,55.62,47.34,51.35
Lithuania,2014,1.815,25.5,27.85,43.925,43.965,57.58
Lithuania,2015,1.84,20.265,31.115,40.985,46.56,51.975
Lithuania,2016,0,13.3,27.275,40.355,43.925,56.005
Luxembourg,1985,9.22,5.36,15.08,17.17,46.36,58.295
Luxembourg,1986,0,10.79,18.215,13.025,30.17,24.72
Luxembourg,1987,0,12.96,20.885,26.855,29.67,31.25
Luxembourg,1988,0,11.11,28.405,22.4,32.335,17.055
Luxembourg,1989,4.72,13.39,18.545,25.875,25.43,42.7
Luxembourg,1990,0,23.17,16.65,24.655,24.9,38.88
Luxembourg,1991,0,15.63,14.77,26.97,35.705,55.155
Luxembourg,1992,0,8.17,13.265,17.42,22.95,52.38
Luxembourg,1993,0,40.16,11.58,23.81,18.575,29.935
Luxembourg,1994,0,16.28,15.805,22.445,27.485,56.605
Luxembourg,1995,0,12.315,15.73,21.325,19.09,36.58
Luxembourg,1996,0,10.35,9.975,26.64,28.59,39.07
Luxembourg,1997,0,16.465,18.58,22.6,27.335,68.82
Luxembourg,1998,3.99,10.3,12.885,21.31,19.495,34.64
Luxembourg,1999,3.87,20.18,15.9,22.465,21.565,34.04
Luxembourg,2000,0,8.05,11.65,13.505,28.865,49.25
Luxembourg,2001,0,7.825,21.935,27.71,31.725,44.57
Luxembourg,2002,0,13.58,23.64,18.94,44.485,43.245
Luxembourg,2003,3.44,13.315,8.97,12.78,12.55,65.7
Luxembourg,2004,0,14.69,27.06,18.87,15.81,39.215
Luxembourg,2005,0,21.46,6.02,15.08,10.915,36.79
Luxembourg,2006,0,14.03,5.975,22.895,16.695,39.315
Luxembourg,2007,0,7.07,16.22,22.44,27.995,18.22
Luxembourg,2008,0,0,7.195,14.855,10.295,23.81
Luxembourg,2009,0,3.32,9.805,14.68,14.535,14.795
Luxembourg,2010,3.2,9.75,6.875,18.115,8.67,30.445
Luxembourg,2011,0,8.055,6.68,15.905,10.565,27.06
Luxembourg,2012,0,9.15,6.44,10.785,13.35,30.365
Luxembourg,2013,0,5.93,5.04,8.22,16.83,15.205
Luxembourg,2014,3.15,5.995,10.89,13.12,21.995,20.365
Luxembourg,2015,3.29,7.26,9.32,12.925,23.075,17.635
Macau,1994,0,8.64,6.68,9.53,13.165,52.175
Maldives,2000,0,0,0,0,0,0
Maldives,2001,0,3,5.03,0,0,102.46
Maldives,2002,0,2.845,0,4.15,0,0
Maldives,2003,0,0,0,7.76,0,0
Maldives,2004,0,0,0,3.74,0,0
Maldives,2005,2.75,0,0,0,0,0
Maldives,2007,0,2.32,4.86,0,0,0
Maldives,2008,0,0,0,0,0,0
Maldives,2010,0,1.99,0,0,0,0
Maldives,2011,3.32,0,2.07,0,0,0
Malta,1985,0,4.13,0,0,4.63,0
Malta,1986,0,0,3.61,0,0,0
Malta,1987,0,0,0,0,0,18.87
Malta,1988,0,7.87,7.03,6.68,0,0
Malta,1989,0,19.76,10.57,7.47,16.26,17.86
Malta,1990,0,7.81,3.5,8.44,4,0
Malta,1991,0,11.49,10.68,4.085,0,0
Malta,1992,0,7.49,14.44,3.955,10.47,36.36
Malta,1993,0,3.66,9.28,5.82,6.84,0
Malta,1994,0,10.75,11.15,6.65,0,14.745
Malta,1995,0,14.13,3.895,7.425,5.125,0
Malta,1996,0,10.45,7.965,1.81,3.61,15.63
Malta,1997,0,7,8.37,7.09,3,29.85
Malta,1998,0,0,4.1,6.095,14.34,0
Malta,1999,0,3.475,24.49,10.43,8.105,11.625
Malta,2000,0,3.32,8.09,11.26,4.665,26.7
Malta,2001,0,8.345,7.645,10.34,12.15,8.33
Malta,2002,0,0,9.315,6.08,8.23,8.03
Malta,2003,0,3.31,12.485,4.385,6.815,24.26
Malta,2004,0,6.835,0,8.875,7.69,19.51
Malta,2005,0,0,3.38,8.9,6.185,34.39
Malta,2006,0,10.12,10.09,9.835,7.025,33.28
Malta,2007,0,6.82,16.49,21.32,11.69,8.76
Malta,2008,0,3.41,3.22,6.26,9.08,10.45
Malta,2009,0,6.9,17.715,17.72,19.84,20.33
Malta,2010,0,10.27,9.54,30.13,6.295,19.58
Malta,2011,0,10.45,12.78,15.95,8.32,0
Malta,2012,0,3.49,9.51,8.95,10.035,8.9
Malta,2013,4.81,6.98,4.805,19.4,7.91,8.51
Malta,2014,5.08,5.445,4.735,12.295,5.755,40.54
Malta,2015,0,5.555,13.69,10.53,9.36,0
Mauritius,1985,0.96,18.065,14.175,13.37,14.11,22.73
Mauritius,1986,0,5.18,5.07,7.38,2.19,0
Mauritius,1987,3.85,25.155,16.88,21.32,9.58,22.22
Mauritius,1988,1.405,20.88,24.72,26.84,17.96,62.5
Mauritius,1989,4.78,15.08,25.82,20.165,13.33,29.035
Mauritius,1990,1.91,21.19,22.52,18.765,17.205,0
Mauritius,1991,2.97,15.835,24.09,15.85,17.325,47.62
Mauritius,1992,2.505,15.755,17.515,25.685,11.075,26.96
Mauritius,1993,2.015,15.22,22.88,16.63,16.045,29.41
Mauritius,1994,1.04,17.25,24.1,12.06,24.44,11.175
Mauritius,1995,1.57,13.54,18.805,21.4,18.215,17.795
Mauritius,1996,2.13,17.105,22.705,17.34,21.065,7.58
